09;Tarija;Tarija;America/La_Paz
08;Santa Cruz;Santa Cruz;America/La_Paz
07;Potosí;Potosi;America/La_Paz
06;Pando;Pando;America/La_Paz
05;Oruro;Oruro;America/La_Paz
04;La Paz;La Paz;America/La_Paz
02;Cochabamba;Cochabamba;America/La_Paz
01;Chuquisaca;Chuquisaca;America/La_Paz
03;El Beni;El Beni;America/La_Paz
